feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,WB16A3C
-1.341405,0.74705887,-1.4830494,1.3137685,-0.43766546,-0.14151135,1.1400611,2
1.0163906,-1.5620626,-2.028737,0.6981503,-0.70916754,-0.56253934,0.47113514,2
0.33553514,0.6236816,-0.5650099,0.1031927,2.3660202,0.9331134,-0.04349336,1
-0.11345643,2.5469174,-2.6458642,-1.5511279,-1.5595114,-3.2715852,-2.6689625,5
-0.82767713,1.3783157,-0.44120318,0.35150957,3.0806253,1.1070119,-1.4666257,2
0.24995263,-1.5773317,-0.68322676,2.0546677,0.13226596,0.019531455,-1.8993986,4
-0.037278097,-0.48919553,-0.06913392,1.7132739,-0.44771424,-0.15109263,-1.1902452,3
-0.149517,0.45196715,-0.5718385,0.78685325,0.8936366,-0.25598714,-1.46553,2
1.2589587,1.5105907,-1.1731976,0.6616301,-0.17774314,0.30276766,1.4211951,2
0.20563045,-3.273461,1.7604635,-2.557031,-1.2083329,-2.11829,0.2376648,3
-0.010672741,0.11069882,1.346975,0.8050769,1.0787551,0.34156036,-0.13748904,1
0.29809973,-0.57388663,-1.5107075,-2.8709276,1.8607904,0.29976857,1.4344219,2
-0.35907325,-1.6553243,-0.9841435,-1.8561716,1.2881237,0.88713646,-0.41109088,3
-0.8005227,0.13724202,-0.7697925,-1.1422721,-0.10930246,0.68492556,0.49169534,2
-1.5293123,-0.6237967,-1.3762674,1.690669,0.46127304,1.226964,-1.1179035,4
0.9840038,0.71654963,0.9222878,-0.49513888,2.279505,2.5409305,-0.14404951,1
-1.4974855,-2.1980107,-0.7161693,-0.056536265,1.7105108,0.99844116,0.5653398,2
2.9078286,0.59630424,-2.7547677,-0.12213118,-0.8435158,1.596604,0.9748362,2
-1.3031683,0.7814643,-0.2716744,-0.5442714,1.1965488,0.26177898,-0.48206195,2
0.5576834,-1.2296296,0.1222907,-0.31585598,1.796046,-0.33945087,1.5578804,2
-0.07791267,1.1768415,0.0808051,-0.34163964,1.056589,0.1453963,-1.233795,2
-0.7114733,0.16019864,-0.26899248,-0.9050779,-0.32505605,0.46619558,0.03640173,1
0.50607437,0.97525555,-0.76440346,0.3472738,1.0793785,0.45758066,0.38559428,1
-1.9295541,0.43123612,-0.5683518,-0.34269175,0.64311254,0.8346752,-1.281213,3
-0.811008,-0.7713838,-0.52109605,0.011418723,-0.7294587,-0.9609462,0.15714084,3
-0.16935576,-0.016291447,-1.5148801,-0.12881735,-1.4493287,0.4474978,0.3811433,4
0.88618547,-2.4126709,-0.6715315,0.7208159,-2.185886,-0.5602218,-1.2148459,5
0.19812457,-0.13180114,0.5195055,0.2288231,0.19827197,-2.1907299,0.35475782,2
3.2334871,-2.6457973,0.53680336,1.3737377,1.201982,2.0853891,0.23666798,3
-0.7406185,-0.44076893,-0.6596448,0.9258178,0.19714522,-0.28166932,-2.2875757,4
-0.3195371,1.2486284,0.4666453,0.4010735,0.24605069,0.19858624,-1.5296838,3
-0.42365316,-0.19539253,-1.1313303,1.479104,0.5950504,2.159974,-1.2780212,2
0.1563887,0.03993044,-0.658482,-0.15551275,0.4399437,-0.28178918,-1.2264136,2
-1.8023065,1.18287,-0.05795747,-2.3495598,-1.6076049,-1.1863574,2.7300653,2
-1.0533336,-0.30139193,-1.0307823,-2.4923754,-0.28351286,1.6597644,2.037944,4
-1.6424284,-0.301638,-1.4986039,0.30414256,-0.9092949,-0.21561071,-1.4730109,4
-0.8041801,-1.4600395,1.277312,-1.4452422,1.0759292,-1.0977514,-1.095652,2
0.47743133,-0.14830568,1.4811908,0.5199768,1.1043433,-0.94258887,0.072286874,2
-2.2968423,0.03459647,0.6325224,0.8637811,-0.5516896,0.88343036,0.88738966,2
-1.5861763,0.17854095,-0.33547515,-0.7597311,1.1598231,1.606266,1.8322597,2
-2.343921,1.6421683,0.8229549,-0.9880964,1.8939408,-0.28123438,0.43337142,1
-1.111378,-0.6487266,-0.046643823,-1.2884935,2.7784908,-0.16821195,-0.5147787,2
-0.2978629,0.32439503,0.4627952,0.944104,1.1764572,-0.6314231,-0.39907685,1
1.5044346,-2.47551,-0.7924039,-2.1588314,-0.71438503,-1.585497,2.0318284,2
-0.12803236,-1.1746352,-1.1984841,-0.19882014,-0.46433744,-0.7385336,0.94994575,4
-0.17459351,-0.29019272,-1.1918006,-0.10526786,-0.4616154,-1.0056504,-0.7036279,3
-0.74540067,-0.7594839,-0.14072727,0.64468664,-0.5698283,0.74754024,-1.2105892,3
-1.238101,-1.3900108,0.31493273,-2.2661853,0.53967386,-2.6393723,1.0609174,2
-1.0068561,0.11253516,0.74021626,-0.2324934,0.99185044,-0.71097857,-0.9689467,2
-0.66006273,0.51364285,0.94425136,1.51742,1.6451819,-2.1876671,-0.9246214,2
-1.1800878,0.6196611,-0.73161477,-0.9638333,1.6961157,2.52805,2.344347,2
-1.162147,-0.55620027,0.73461086,0.6133557,0.4261952,1.1735827,-0.23072581,2
-0.7829895,-1.0875977,0.14278856,2.1182756,-0.34886974,-0.9296909,1.717433,2
-0.6890858,0.6151471,0.98654103,-0.20508564,0.53470355,0.03395132,-0.77997535,1
-0.20731294,-0.06896169,1.3186553,-0.47745574,0.9890625,-0.32423484,0.8996844,2
-0.27987692,-1.1597114,-1.2091469,-0.6215841,-1.2058607,-1.0672364,-1.6183554,5
-1.7372715,0.79860985,-1.6428213,-1.3461937,0.6699509,0.48615775,0.98745674,1
-1.8355502,-0.19047631,-0.39629984,-0.042516723,-0.87812585,-0.19345698,-2.6501307,4
0.89399546,-1.5896808,-1.2581792,0.35885122,0.5472952,0.11326386,0.9773726,2
-2.0098484,-0.48577297,2.1169512,1.7986854,0.9295444,0.73105985,-0.9384579,3
0.3562522,-0.15297212,-3.6754231,1.6583918,-1.0243003,0.5098593,2.142937,2
-0.10953283,-0.41543075,0.39405894,0.3145959,-0.25260866,0.3895352,0.024061512,3
-1.0470995,-1.0748199,-0.25107324,0.4929141,0.83307797,0.8933908,0.53060836,2
-1.5814959,-1.5184119,-0.84294087,-1.0474321,-0.67049706,2.7268186,1.2390786,2
-1.1069196,0.84098005,-0.34352982,0.061884224,-0.12196992,0.24832866,1.4610623,2
-0.2962371,0.26152262,1.1115507,-1.7247368,1.05973,0.4262726,-0.8562684,1
-0.23353204,-0.33084852,0.7469544,-0.4674003,0.3388391,-0.5909554,-2.081805,2
-1.6633364,-0.17130685,-0.15626091,0.79802305,-0.74685305,0.16248412,0.28208205,2
-0.09239836,-3.3131318,-0.34738708,1.1624464,0.42909807,-2.0748634,-1.1062204,4
0.17714046,0.22964029,0.33813548,0.83918893,1.0308058,-0.83737403,0.7299991,2
-1.9856936,0.7528383,0.70601505,-0.1446644,-0.39337498,2.3748982,-0.25588906,1
-0.5826676,1.6197318,-1.7029299,-0.7845367,-0.28861812,-0.25332707,0.7139526,2
-3.2561395,1.1579721,2.107354,2.4767816,1.2080991,1.6944515,-1.0068423,1
0.08182256,-0.81145203,0.3011374,0.98739,3.1924381,1.77023,3.1319778,1
-0.13619918,0.17022985,0.10753613,-1.129187,0.20499128,2.0218434,0.0011169352,2
-0.19180413,0.80983096,-4.817937,-0.9688055,1.8172734,-0.3228332,-2.583234,2
-2.6954646,1.1107194,1.0438088,-0.24205789,0.90972847,0.30533594,1.7882619,1
-0.049799733,0.8710434,0.9064484,0.46594414,0.88678145,-0.011278156,-1.3111209,2
-1.6246239,-0.959694,1.2816204,0.7026688,2.1185489,1.6043887,1.1541511,2
-3.2543812,0.026035162,1.220146,-1.1865102,-0.478295,3.454237,1.0242722,2
0.07326256,0.02394603,2.1240761,0.37648246,1.39699,1.7852308,-0.44209564,2
-0.080079645,1.3739052,-0.39352143,0.55893916,2.429934,0.29177684,-0.011241995,1
-0.8015387,-1.5855457,-3.6375642,0.77498144,1.293926,-0.5952878,2.1992042,2
-1.1574731,0.7829408,-1.0082755,0.8838967,-0.35151076,0.9007716,-0.23817326,1
-0.7475547,-1.0778949,1.0081476,0.68776876,1.5725154,-0.2700155,1.6293676,1
-0.89388454,-1.8086559,-0.13761735,-2.1750844,0.06765327,3.3045528,1.5125463,2
-1.2938465,0.34070486,-1.388292,-1.112588,-1.0199882,-1.144313,1.2148036,2
0.69430953,-0.23710793,1.2682916,-2.3714678,1.909037,3.1078193,0.6007559,2
-0.13084406,-0.28733483,0.8964732,0.45201147,0.4839383,1.3673677,1.4589386,2
2.535626,-4.2989106,-1.2475327,1.8319881,-2.802856,2.6952713,1.0946314,5
-0.17292248,1.0419273,1.6599077,-0.22799167,1.8941697,0.09542509,1.6095629,1
-1.2093624,0.94174093,-0.13339311,-0.6976978,0.30522627,-0.6516783,0.811689,1
-1.4460006,0.98629254,2.130761,1.5756141,0.31461412,1.7503238,-0.6032498,2
-1.5378885,1.0096811,-1.3143978,1.0487887,-0.4512594,-0.24884461,1.667387,1
-1.1928992,0.1429205,-0.6230985,0.018258695,0.24827912,0.8395956,1.4825869,1
-0.25040844,-0.8674858,1.014416,0.5385003,2.116481,1.6628219,-1.7975842,2
-1.1374778,0.19884993,-1.1009362,0.0042012036,-0.69967824,1.7638108,1.183893,2
0.6670816,-0.38892564,0.47705615,1.5854414,-0.021093003,-0.6151308,0.2075743,2
0.0054265894,0.8461283,0.33160096,0.89862764,1.5436606,-0.41069847,0.78372574,1
0.40548867,1.455676,-2.5565064,-0.07421783,0.829061,0.6280897,-0.059215143,1
-0.6383311,0.18373938,-1.2725693,0.8802467,3.9660044,-1.2302794,-0.23501438,2
1.1422426,-2.671696,-2.2143455,-0.19919688,0.31931517,1.6496582,0.93357366,3
-1.2219065,-0.7220536,-0.5756143,-1.9154131,0.84846294,1.2035763,0.011037502,1
1.0778012,0.7611494,-3.2409651,1.1492077,0.24929611,2.2728171,4.0295906,1
-1.1935489,-0.39761722,3.3360684,-1.079324,2.4240856,-1.5545647,-1.254926,2
-1.2746774,-0.67386866,1.1050205,0.3647761,0.52101314,0.8329455,-0.63270164,2
0.31077516,-1.0268704,1.3909053,-1.0131171,-0.16573113,-1.2255826,-0.21086644,2
1.0353818,0.9259851,-1.1089377,2.0489395,-0.05189434,1.8520738,1.8569003,2
-0.6538202,-0.1529433,0.7318028,-0.72314495,0.45947248,-1.0975404,0.28706175,1
-0.862651,-1.5753251,0.9723205,0.35566312,0.33703896,0.46249992,1.2630583,2
-0.02284444,0.34319794,-3.324832,0.844903,-0.06665449,1.5867858,1.7402085,1
0.53168726,-2.4409714,-2.7575548,-0.022377938,-2.9885607,1.3090149,0.6748777,4
-0.30652002,-1.7257535,-0.4071253,-0.054154083,0.2959688,0.35019615,-0.12534715,4
-0.74584204,-0.5351817,0.5319619,0.2697275,0.43038905,-0.6287634,-2.1737106,4
-1.9968082,0.015281515,-0.46594888,0.24385676,0.6471884,-0.3017388,0.46701258,1
-2.3607006,-1.4422989,0.42657298,1.1104803,0.57211965,0.7819812,0.053245302,2
-0.0192091,1.7735455,-0.098104134,2.793397,1.4594641,2.0857038,-0.43891317,1
0.7274156,-0.8870176,-0.46032226,-0.5681166,-0.80815655,1.2191831,-0.09275896,4
0.45225143,0.8362658,0.46621484,-0.87978077,0.38043612,0.048692226,0.5279052,1
-0.9217008,-0.41522023,0.16996431,2.2351198,0.3432702,3.2122447,0.7668203,2
-2.380904,1.2296284,-0.69634265,1.3194482,0.5145869,-0.5144442,-1.1085103,2
-1.7965413,0.5304247,-0.8761131,-0.23389366,1.119738,-0.75870854,-0.86297184,1
0.34774697,0.6495502,-0.1372813,-0.9826619,2.0733376,-1.4573252,1.2445725,2
-1.5559665,-1.0366377,-0.8000368,1.2348621,0.72078085,-0.141927,1.6578611,1
-0.7264341,0.6541249,-0.032291323,-1.943226,-0.7554266,0.30255002,1.0964485,1
-0.7282512,0.393432,0.5235449,0.36456317,1.0880287,0.8188102,0.79811496,2
-0.37563184,-0.12916154,0.15435071,0.9355938,1.1267403,1.693537,-0.100258656,1
-0.1063544,-1.8168265,2.396728,-2.8477993,0.7891116,-1.5647411,-0.7440316,2
4.5702167,-0.7990924,-1.0631849,1.3829043,4.1516647,2.7787893,-0.40540206,1
-0.6531845,-0.5163933,-1.1003588,0.6332658,0.07231877,-0.52111334,0.95993656,1
-1.2162731,-0.5276842,-0.36863375,0.1747092,0.34458828,-1.1567947,-0.26734295,3
-2.2100773,-0.69420826,0.2683745,-2.0011866,0.12084378,0.6022273,1.4568405,1
-1.3527248,0.6111306,0.32422322,-0.66447073,-0.42701933,0.5807926,1.0789717,2
-1.0507427,-1.2921504,-0.2198795,1.1759533,-1.4617068,1.0819774,-1.4819225,3
-0.9882492,-0.57736313,1.6099257,0.8314516,-0.09937075,-0.32400694,1.8214718,1
0.39361176,-1.2249764,-1.0271696,-1.3567483,2.7413707,0.25706878,-0.6272756,2
-0.41065097,0.656923,0.13133761,-0.6211582,2.1576037,1.2766044,1.1509821,1
0.23999251,-0.13354978,1.3244634,-0.47105372,0.794763,1.2205721,-0.19954544,1
1.1428665,-1.440741,-1.4464098,-1.4544879,0.6880603,0.21988933,-2.4741156,4
-1.7078389,-0.012287429,2.6324189,1.7823974,0.86881864,1.1366915,-0.7061824,3
0.28501508,-2.0772734,-1.8018247,-2.0260696,2.1817439,0.150294,1.4314415,1
0.63279843,-0.5784862,0.87536526,-1.1999903,0.65860516,-1.6808847,2.975371,1
-0.083865836,-1.4175882,-1.4284424,-0.09242103,-0.3068729,-2.5193892,1.0417813,2
0.5165325,0.95666826,-0.62315434,-0.7280662,-1.1610384,2.3320076,-1.2703365,1
0.69625753,0.9917729,0.2109631,-0.12946153,0.30855966,-0.42894292,0.19314599,1
-1.899842,0.5739206,0.024497163,-0.31135353,0.34138665,-0.34246764,-0.15773705,1
-0.044778924,-0.2824916,-0.23599531,-0.10900151,0.74230015,-0.029223777,-2.1453876,3
-0.99645084,0.2474151,-3.5340765,0.10826483,0.0789108,0.7142507,-0.14635001,3
0.05887791,0.4604817,0.31796712,-0.28061834,1.5204743,0.7031858,-0.24195786,1
-0.44608536,0.1438207,-0.603695,-0.7519264,-0.11023401,-0.664901,0.48909587,1
1.0220945,-0.8281206,0.16256255,-1.5391462,-1.9851767,-0.4700688,1.5110543,2
-0.96302193,1.1646879,0.76143485,2.671972,1.7068431,-0.8463265,0.87348723,1
0.9645164,0.8926645,-1.8527235,1.0974883,1.6691618,0.7693296,0.52731085,2
0.54576707,-0.24588518,-1.2598507,-1.6588401,0.08611712,-0.5216899,-1.6375805,4
-0.65050817,2.086924,-2.274063,-0.14234957,0.6113233,-1.278545,0.022044111,1
-0.26444227,-0.63675123,0.06315164,-0.71229225,0.37679976,1.0282117,0.33130774,1
1.573594,3.0509243,-0.22694208,-0.6603554,1.8484584,1.9816043,1.4793577,1
0.14578919,0.728342,1.3034356,0.425499,1.4312332,-0.35212386,-0.010518979,3
-2.168757,0.18438664,-2.8807793,0.5431164,0.67874885,-2.2065468,0.449733,1
-2.315014,1.2041094,-1.4675038,-0.80730075,-0.43434632,-0.07357972,-1.3721843,2
-1.2455463,0.23853451,0.6918014,1.5557873,0.80908275,0.2988473,-0.9677941,1
-1.2464275,0.19078214,-2.8268187,-0.26938644,1.0364724,1.0049002,1.0510885,1
2.9373004,-1.4423901,-3.230114,1.5887998,0.044391505,0.29846328,-0.46377146,3
0.15545711,-0.36057037,0.35015327,0.18847689,2.5120473,-0.28888896,-0.70595896,1
1.2957182,-2.1866004,-1.1008446,0.29261974,-1.8570178,0.40980235,0.28789338,2
-0.9889534,0.8738752,0.6805845,0.61056644,2.0697386,0.06871821,1.5921016,1
-0.41191855,-1.0023146,0.026395477,-0.08997252,-0.5590648,0.7863038,-0.9473844,4
-0.5971512,-0.95409036,-2.0444283,0.5620619,1.0342611,0.75030744,-0.97837746,4
0.25542784,0.4306902,0.15083534,0.22789565,1.9774592,0.34459326,-0.25683868,2
-0.6769593,-0.72335404,-0.72256553,-0.38066965,0.53063065,-0.2793309,0.24115197,2
-0.6046919,0.4466526,-0.44081628,0.02322305,0.7700965,0.9179624,1.1656052,1
0.20496242,-0.31472725,-0.1864704,0.4027569,0.668132,-0.34320828,-2.871985,2
-0.09344129,0.10611954,-0.082126394,1.0487779,0.5453056,0.8333379,0.56424856,2
-0.23544715,0.9851858,-2.9106672,-0.937161,1.6562724,0.35816807,1.1229092,1
-0.9168836,-1.6039175,-1.3477514,1.1514249,1.7384905,1.7369651,0.29173633,2
0.7268747,-3.3518693,-2.4235156,-0.5305982,1.7237899,0.7119231,-3.4144945,5
-0.5292332,-1.216977,1.2765602,0.7202874,0.48147973,-1.3891276,-1.2288929,2
3.4976854,5.021018,-0.70930684,-1.805323,-0.64041394,-2.1699164,3.8373642,1
-0.3226734,1.3942182,0.35766435,0.79321456,0.3085719,0.50023776,2.45377,1
0.92757916,-0.81901914,2.4189396,0.58690774,-0.29823026,-0.6944769,0.2083308,4
0.20165052,1.2770804,-2.398852,1.3577372,-0.5162167,0.95726436,0.37536812,1
-0.68239236,2.0427086,0.15745895,1.9832671,-0.7476386,0.41546264,0.31728,1
-0.8558766,1.6408203,-0.82775146,0.9011676,-0.579201,-0.53313774,-0.07529328,2
-1.0497868,0.9916681,2.1730225,-1.2717437,-0.4654654,0.06541018,0.5243819,3
0.29187185,-1.1430212,0.5769301,-0.27644828,0.36688977,-0.97740895,-1.0103732,2
-1.6104203,1.2055473,3.3318133,-0.29681572,-2.4912317,0.39466313,-0.4628695,2
-1.1367308,-1.0728393,-1.2453839,-1.3366321,0.47413895,0.22200456,-0.12919994,2
-0.59192806,0.5708415,1.8297901,1.3462244,1.5205697,1.773287,-0.7570403,2
-0.6264099,-1.6836493,1.7632922,0.63904196,0.4449638,-0.59963375,2.3908463,2
-0.7971744,1.279474,0.18574342,-0.40946805,1.0119464,-0.8812644,1.1775677,1
0.064448,2.023357,1.1094067,-0.039921142,1.0515997,-0.6642366,-0.03957365,1
-1.2553563,-0.9297322,0.019766036,-1.0431317,-1.8068689,0.5151915,2.312334,2
-0.33649874,-0.7404077,-0.497692,-0.71224344,0.75532204,-1.2784237,1.5973283,1
0.746734,-0.03639706,1.4423536,-0.7350951,2.7390635,-0.029203024,1.9497775,1
0.8276427,0.7933738,-0.09924859,-1.3974857,-1.1491857,-0.561165,1.1957574,1
0.9834094,1.3254803,0.44112498,-0.18138328,-0.50540406,-3.4178264,1.1629686,1
-0.20676486,-0.68226975,0.35577333,0.28750747,-1.1696373,-1.9389893,-0.30672756,2
-1.0535518,3.0141215,-1.1489394,0.910644,-0.7913854,-2.546583,-0.5774074,2
3.1896825,1.5824459,2.534233,2.8974764,0.31661218,0.18776953,1.8358777,1
0.054269973,-0.52764314,2.4322696,1.0153552,-0.5108289,-0.53665286,0.3783014,2
7.6218066,4.5843954,-3.446625,-6.247259,-0.00993472,-4.0949883,-1.8632761,9
0.3275419,-0.17499128,0.93634695,0.3961297,-0.49739596,-1.3669761,0.5780643,1
0.8240596,1.8076669,1.2526634,-1.1510116,-1.9504702,-1.1415223,-0.64393985,1
0.035165887,0.54045767,0.7179718,-1.3578514,-0.57261217,0.46430323,-0.23983201,2
-0.6125198,0.88994837,-1.031725,-0.5204047,0.047593072,1.8452886,-0.8036103,2
-0.60685915,0.8983156,1.3133514,-0.333652,0.43957567,-0.6482594,-0.26293436,2
-1.369451,0.4927796,0.076588616,0.08805245,0.5377789,-1.0702429,0.15511338,1
0.39400548,-0.00219796,0.60546076,0.89339215,1.8704784,2.3096852,0.24621116,2
-0.95610577,0.27497292,0.8488403,-0.85289043,2.305996,-0.7529507,-1.0722482,2
0.13830155,0.28788322,0.018352117,-0.33471927,1.068454,-0.9393152,1.6537005,1
-0.76344836,-0.2323858,-0.78435004,-1.5737271,0.8569885,-0.36788332,0.67875636,2
-0.19115731,0.37925172,-1.2856241,0.7032669,-0.22024624,-1.2479793,-1.6699454,4
-2.4083664,0.8447265,1.7413474,-0.85594755,0.06619423,0.06818416,1.2681006,2
-0.65002954,-0.25328112,1.1129638,0.85009384,0.68711513,1.5787802,2.0706904,1
-3.9666846,0.95243675,1.8978041,-0.7488467,-0.08715899,3.4738257,1.3718268,1
-1.3812959,0.808859,-0.9397329,-1.5922741,-0.121701255,-0.058991347,-0.6652693,1
-1.4764905,-0.53055143,-1.31545,-0.8418187,-1.1304874,0.6492721,0.19024798,3
0.3604853,0.7450724,0.3190435,0.17614436,1.4443017,-0.70078915,-2.4884434,1
0.13287541,0.48946744,-1.4517931,0.053844288,0.6489694,2.0431917,0.6773021,1
0.0929544,-2.2768333,-2.3512812,-1.1937071,-0.38699964,-0.6890879,-2.073716,4
0.40666568,0.5610996,-0.30955422,-0.33819407,1.8244587,0.44685176,0.38760415,2
0.025891338,0.16297702,-0.32388872,-0.53921133,0.83797026,0.23589712,-2.4335139,3
-0.38941738,-1.5138258,-1.0276068,-1.434124,-0.2621093,-0.8910633,0.3521041,2
-0.55207026,-0.22232272,1.3459707,0.9889412,1.4400475,-1.0080422,0.38624936,2
-0.0341315,-1.2378258,-0.9137622,1.3983927,-0.63510406,-1.4367256,-1.1850431,2
-0.8034125,-1.1986117,-0.5099915,1.5138786,-0.14217477,-0.0108248135,-1.4096822,2
-2.2679548,-0.38660413,-0.64714026,1.7793816,1.060823,-0.34123513,0.94446874,1
-0.9315945,0.83319676,-0.89824367,-0.040944315,0.052366484,1.0971547,-0.62865293,2
-1.1829834,-1.7371577,0.32281423,-0.80465776,2.538061,0.34577608,0.10912137,3
-1.1464295,0.20502172,0.13224535,2.2697139,-0.72244924,0.8475929,-0.92957914,4
-2.647736,0.06961109,-2.922325,-0.108748294,0.3652178,-4.6920185,-2.1500146,2
-1.7907171,0.59083545,-1.8216195,-0.38762024,0.37354186,1.1307003,-0.4263814,1
-0.9962134,0.5691796,0.77181214,0.2076323,0.3644416,0.557312,-1.1883478,4
1.7471187,-0.049765386,-1.3663012,-0.1587942,0.07293584,0.078954205,2.1277065,2
1.0089883,-1.1663486,-1.2452486,0.47354352,0.3860452,-0.84557444,-1.8083323,3
3.525986,-2.7919054,-0.55868125,2.6648152,-0.21296047,-0.82175606,0.3696873,3
-0.67431664,-0.6022235,-0.863873,-0.005037561,-0.40035465,0.6089566,-0.17889588,5
0.65547067,0.7077484,-0.36951548,1.1055535,0.60248303,0.14904146,0.2778365,2
-0.44438028,-2.1137528,-0.0525032,-0.1491026,1.1764035,0.3685022,-2.163767,4
-2.4561877,0.023358505,0.29427937,-1.1800568,0.7098,1.3677212,1.1536835,1
0.15830612,1.2733842,1.1832108,0.2837442,1.5602735,0.09281899,-1.3136297,1
-0.32146338,-0.4095397,-0.38440537,1.7182778,-0.5604192,0.24544746,0.82405037,1
-0.7019534,-0.8507484,1.4262336,-0.9655494,1.7119572,-0.4253764,1.2371587,2
-0.6706951,-0.17463046,-0.7775072,0.57367814,2.888486,-1.0721849,-0.08469848,2
-0.3615538,0.8022475,0.30228013,-1.8593343,0.115675375,-0.018872306,2.096754,1
2.1014042,1.5988872,-5.0832896,0.8493029,0.5601491,2.6815026,0.9015156,1
-1.0022299,0.6815259,0.15585461,-1.3218699,0.15733607,-2.161858,0.5324222,2
-0.7497991,-0.5037292,-0.002023816,-2.1641033,0.83660704,1.1248274,-4.1060257,3
1.9380563,4.520089,-2.3852284,1.2707008,1.7401534,0.12665683,1.229956,1
-1.7846406,-0.3321648,-2.1657352,-1.3697096,0.00621973,-4.101268,-1.5405701,2
1.0738184,1.6086583,-0.67610794,-1.3061395,1.5574169,-0.25384927,1.09877,5
-0.26829654,1.2063826,0.91275305,0.40370327,0.76909435,-1.7618172,0.39856002,1
-1.3144631,-0.011493747,-0.8184511,0.2455695,-0.12759818,-1.3108615,0.023631867,2
0.059975613,-1.4203813,-0.5568598,0.22341293,1.2509062,0.0419948,0.4019015,2
-2.1468194,0.61984426,-0.04161399,0.13029295,2.2217069,1.6107144,1.4770427,1
-1.143487,0.8253554,-1.1260998,-1.26147,0.075176165,-1.2107869,1.3851507,1
-0.48842224,0.15893069,2.1863248,-0.37160116,1.3756424,2.1314404,0.9917405,2
0.007898949,-0.19647466,-0.106294185,1.9041872,1.3824503,-0.17836972,1.0615549,1
1.1857543,-0.8080485,-2.7584662,-1.0722255,1.6734661,-1.2329795,0.686315,1
-0.36343032,0.30664638,0.52809244,0.84096086,0.44347104,-0.5376232,-0.012500001,2
-1.1544551,0.085863106,0.3239899,-1.1242261,-0.70615983,0.027670372,-1.2562125,2
0.0061232,-0.44963813,-0.29140013,0.22038957,-0.49994346,0.27625543,0.17059053,3
1.6601739,3.798993,-0.5486141,1.696699,-0.44567102,-0.80413806,-0.43493313,2
1.1173923,3.131319,0.3928163,-0.6739566,0.0073059034,-0.39002335,-1.9386421,2
1.3451625,0.32884434,0.9859616,-0.17494354,0.037224367,-0.792411,0.26715994,1
-0.76969844,-2.00628,1.6823232,1.7039659,1.366372,0.4195413,1.8109637,1
0.12680835,1.3460099,0.61034375,2.4496913,0.9057263,0.5802437,0.3868305,1
-0.9209375,1.5763409,-2.0599597,-0.347101,-0.014439672,-1.3661306,-0.1420588,2
0.97578585,-0.05224336,-4.5042753,1.3272336,-1.1936778,2.10516,1.9403082,1
-0.2646075,1.6007328,0.33559948,1.1028036,0.63533235,-0.72202545,-0.91057205,2
-0.5425086,-1.7615817,-0.92749083,0.5458326,0.31847045,0.9254853,0.12731183,3
0.17495921,1.1301605,0.7159722,1.395868,1.4508227,-0.23967762,0.59705096,1
0.018105358,1.4757614,-1.7817762,-0.44836718,-0.87982774,0.16784734,-0.44353697,4
-3.186841,-2.3792522,0.14648262,-0.05328591,-0.85248405,0.73841536,-0.47063822,4
-2.1900392,0.079832,-1.5148978,1.0455874,-0.56037176,-1.8585315,-1.3019888,2
-0.6572095,-0.7885853,0.35306692,1.5384197,2.4456592,-2.5261166,0.8821832,1
-2.3405926,-1.3362585,-0.98476815,-2.68546,1.0049555,0.13520434,2.7292018,1
-0.7070384,-1.6355884,1.6058345,-1.2559717,1.318567,-0.3021151,-2.8507142,2
-1.5615708,2.2761042,-0.32286298,0.17243695,0.18770956,-0.7934914,0.121965006,2
-0.96035814,-0.5216639,-1.043399,2.326424,-1.0160137,-0.9667425,0.4563387,2
-1.9603556,-1.2668997,-0.5643838,1.1082096,-1.3186587,0.94459724,1.7147388,2
-0.27193475,0.7166859,0.65073436,-0.5896132,0.27047178,1.2016554,-0.70004404,2
-0.93082815,-0.4698344,-0.24449582,0.41170192,1.8962771,-0.87412894,-1.5636344,2
-1.710779,-0.16957334,0.6444297,-0.68651944,-0.65668803,-0.617956,1.3265262,2
-0.3198331,-0.5217179,0.41588283,1.0590475,-0.114689544,1.7282192,1.1793149,2
-1.4100927,0.60636455,2.1912348,0.35963145,-0.16177265,0.39301702,-0.78480136,2
-0.1516167,0.22217837,1.646648,-1.1503209,1.6007332,0.7696162,1.4016287,1
-2.857925,1.6528273,-0.21898593,0.46020055,1.4757079,-1.0555985,-2.5414958,2
-1.0023249,2.1533074,1.5752903,0.47082582,1.646638,2.0666997,0.4351696,2
0.3338886,-0.027564624,-1.5498319,1.4610564,0.562191,2.8564835,0.6080954,3
-2.6305614,0.6004071,-0.9189763,0.08180186,-0.5477069,-0.23314457,-1.3308572,2
-1.227629,-0.013896233,-0.8261283,0.58189684,-0.33062765,2.3098342,-0.0777265,2
-1.5326794,-0.37063918,0.83944273,0.118927926,1.3348057,0.056397066,-1.0187013,2
-1.0106493,0.1513704,-1.4442624,0.3063511,-0.56663406,0.0332561,0.026787516,3
-0.502412,-1.8574338,1.1839371,0.12126033,-0.48568603,2.212835,-0.025852816,2
2.3628447,-0.42288494,-1.6781929,0.60357964,1.4942031,-0.52979547,-0.19741529,2
0.38746753,0.3355004,-1.2094187,-1.0228351,-0.7182776,-0.23045541,0.50015736,3
